,id,uid,x,y,rw,rh,iw,ih,size,imgpath,orig_y,prev_rec_y,chg_in_y
0,cv1_222,222,626,662,60,26,26,64,1560,./img/img_cv1_222.jpg,662,658,4
0,cv1_221,221,384,690,73,24,24,77,1752,./img/img_cv1_221.jpg,690,662,28
0,cv1_220,220,626,694,59,24,24,63,1416,./img/img_cv1_220.jpg,694,690,4
0,cv1_219,219,384,724,194,24,24,198,4656,./img/img_cv1_219.jpg,724,694,30
0,cv1_218,218,660,727,25,23,25,29,575,./img/img_cv1_218.jpg,727,724,3
0,cv1_217,217,299,753,49,23,23,53,1127,./img/img_cv1_217.jpg,753,727,26
0,cv1_215,215,359,754,73,23,23,77,1679,./img/img_cv1_215.jpg,754,753,1
0,cv1_214,214,517,759,191,24,24,195,4584,./img/img_cv1_214.jpg,759,754,5
0,cv1_213,213,299,785,110,24,24,114,2640,./img/img_cv1_213.jpg,785,759,26
0,cv1_212,212,420,786,73,24,24,77,1752,./img/img_cv1_212.jpg,786,785,1
0,cv1_211,211,300,817,48,23,23,52,1104,./img/img_cv1_211.jpg,817,786,31
0,cv1_209,209,359,817,74,24,24,78,1776,./img/img_cv1_209.jpg,817,817,0
0,cv1_208,208,300,849,48,23,23,52,1104,./img/img_cv1_208.jpg,849,817,32
0,cv1_207,207,359,849,58,24,24,62,1392,./img/img_cv1_207.jpg,849,849,0
0,cv1_206,206,432,850,49,24,24,53,1176,./img/img_cv1_206.jpg,850,849,1
0,cv1_205,205,300,881,44,23,25,48,1012,./img/img_cv1_205.jpg,881,850,31
0,cv1_204,204,371,882,171,24,24,175,4104,./img/img_cv1_204.jpg,882,881,1
0,cv1_203,203,300,913,32,22,24,36,704,./img/img_cv1_203.jpg,913,882,31
0,cv1_201,201,347,913,194,25,25,198,4850,./img/img_cv1_201.jpg,913,913,0
0,cv1_198,198,300,945,108,24,24,112,2592,./img/img_cv1_198.jpg,945,913,32
0,cv1_196,196,419,946,98,23,23,102,2254,./img/img_cv1_196.jpg,946,945,1
0,cv1_195,195,298,977,25,23,25,29,575,./img/img_cv1_195.jpg,977,946,31
0,cv1_193,193,334,977,111,24,24,115,2664,./img/img_cv1_193.jpg,977,977,0
0,cv1_190,190,455,978,98,24,24,102,2352,./img/img_cv1_190.jpg,978,977,1
0,cv1_188,188,298,1009,45,23,25,49,1035,./img/img_cv1_188.jpg,1009,978,31
0,cv1_187,187,359,1009,74,23,23,78,1702,./img/img_cv1_187.jpg,1009,1009,0
0,cv1_182,182,298,1041,93,23,23,97,2139,./img/img_cv1_182.jpg,1041,1009,32
0,cv1_181,181,407,1041,122,24,24,126,2928,./img/img_cv1_181.jpg,1041,1041,0
