,id,uid,x,y,rw,rh,iw,ih,size,imgpath,orig_y,prev_rec_y,chg_in_y
0,sw1_613,613,663,837.0,66,22,22,70,1452,./img/img_sw1_613.jpg,839,837.0,0.0
0,sw1_598,598,392,862.0,16,12,14,20,192,./img/img_sw1_598.jpg,862,837.0,25.0
0,sw1_587,587,87,890.0,7,9,13,11,63,./img/img_sw1_587.jpg,890,862.0,28.0
0,sw1_582,582,458,894.0,80,21,21,84,1680,./img/img_sw1_582.jpg,894,890.0,4.0
0,sw1_580,580,553,894.0,108,21,21,112,2268,./img/img_sw1_580.jpg,894,894.0,0.0
0,sw1_575,575,706,894.0,74,21,21,78,1554,./img/img_sw1_575.jpg,894,894.0,0.0
0,sw1_569,569,825,894.0,67,21,21,71,1407,./img/img_sw1_569.jpg,894,894.0,0.0
0,sw1_579,579,736,900.0,17,9,11,21,153,./img/img_sw1_579.jpg,900,894.0,6.0
0,sw1_546,546,457,920.0,54,21,21,58,1134,./img/img_sw1_546.jpg,921,900.0,20.0
0,sw1_545,545,528,920.0,10,21,29,14,210,./img/img_sw1_545.jpg,921,920.0,0.0
0,sw1_548,548,554,920.0,213,22,22,217,4686,./img/img_sw1_548.jpg,920,920.0,0.0
0,sw1_523,523,457,947.0,50,21,21,54,1050,./img/img_sw1_523.jpg,947,920.0,27.0
0,sw1_518,518,528,947.0,146,21,21,150,3066,./img/img_sw1_518.jpg,947,947.0,0.0
0,sw1_516,516,716,947.0,51,21,21,55,1071,./img/img_sw1_516.jpg,947,947.0,0.0
0,sw1_512,512,798,947.0,108,21,21,112,2268,./img/img_sw1_512.jpg,947,947.0,0.0
0,sw1_510,510,30,950.0,18,15,17,22,270,./img/img_sw1_510.jpg,950,947.0,3.0
0,sw1_509,509,208,950.0,5,16,28,9,80,./img/img_sw1_509.jpg,951,950.0,0.0
0,sw1_481,481,1327,992.0,8,38,56,12,304,./img/img_sw1_481.jpg,992,950.0,42.0
0,sw1_467,467,457,1028.0,94,22,22,98,2068,./img/img_sw1_467.jpg,1028,992.0,36.0
0,sw1_466,466,565,1028.0,81,22,22,85,1782,./img/img_sw1_466.jpg,1028,1028.0,0.0
0,sw1_463,463,826,1028.0,35,22,24,39,770,./img/img_sw1_463.jpg,1028,1028.0,0.0
0,sw1_461,461,868,1028.0,24,21,23,28,504,./img/img_sw1_461.jpg,1029,1028.0,0.0
0,sw1_418,418,124,1070.0,9,15,21,13,135,./img/img_sw1_418.jpg,1070,1028.0,42.0
0,sw1_412,412,1341,1076.0,6,19,31,10,114,./img/img_sw1_412.jpg,1076,1070.0,6.0
0,sw1_410,410,399,1079.0,7,35,55,11,245,./img/img_sw1_410.jpg,1079,1076.0,3.0
0,sw1_409,409,456,1082.0,26,21,23,30,546,./img/img_sw1_409.jpg,1082,1079.0,3.0
0,sw1_407,407,497,1082.0,54,21,21,58,1134,./img/img_sw1_407.jpg,1082,1082.0,0.0
0,sw1_405,405,565,1082.0,80,21,21,84,1680,./img/img_sw1_405.jpg,1082,1082.0,0.0
0,sw1_386,386,456,1108.0,40,22,24,44,880,./img/img_sw1_386.jpg,1108,1082.0,26.0
0,sw1_383,383,510,1108.0,191,22,22,195,4202,./img/img_sw1_383.jpg,1108,1108.0,0.0
0,sw1_355,355,456,1135.0,40,22,24,44,880,./img/img_sw1_355.jpg,1135,1108.0,27.0
0,sw1_352,352,510,1135.0,136,22,22,140,2992,./img/img_sw1_352.jpg,1135,1135.0,0.0
0,sw1_349,349,1353,1142.0,8,23,33,12,184,./img/img_sw1_349.jpg,1142,1135.0,7.0
0,sw1_335,335,455,1162.0,39,22,24,43,858,./img/img_sw1_335.jpg,1162,1142.0,20.0
0,sw1_333,333,510,1162.0,54,22,22,58,1188,./img/img_sw1_333.jpg,1162,1162.0,0.0
0,sw1_315,315,1360,1175.0,5,14,24,9,70,./img/img_sw1_315.jpg,1175,1162.0,13.0
0,sw1_310,310,1363,1190.0,8,31,45,12,248,./img/img_sw1_310.jpg,1190,1175.0,15.0
0,sw1_301,301,564,1217.0,54,22,22,58,1188,./img/img_sw1_301.jpg,1217,1190.0,27.0
0,sw1_299,299,881,1217.0,34,21,23,38,714,./img/img_sw1_299.jpg,1218,1217.0,0.0
0,sw1_298,298,924,1217.0,23,21,23,27,483,./img/img_sw1_298.jpg,1218,1217.0,0.0
